student_id,gender,age,department,year_of_study,socio_economic_status,parental_education,hostel_status,attendance_percentage,internal_marks,assignment_score,lab_performance,previous_sem_gpa,backlogs,study_hours_per_week,participation,extracurricular_score,login_frequency,library_usage,online_course_completion,discipline_records,stress_level,current_gpa,pass_fail,at_risk_student
STU00154,Male,19,ECE,1,Medium,Bachelor,Day Scholar,65.37,69.35,54.02,81.42,6.09,1,13.93,Low,52.62,78.41,22.0,51.03,0,Low,5.32,1,0
STU00155,Female,21,MECH,1,Low,PhD,Day Scholar,87.06,64.46,57.88,63.98,5.34,0,18.61,Medium,38.88,88.49,7.68,84.79,2,Low,6.3,1,0
STU00156,Female,24,CIVIL,4,Medium,Bachelor,Day Scholar,96.62,79.48,82.82,79.99,4.75,1,14.46,High,88.24,49.93,7.56,78.81,0,High,7.03,1,0
STU00157,Male,24,ECE,4,Medium,Diploma,Hosteller,95.76,63.3,71.25,74.16,5.47,0,16.65,Medium,40.1,55.98,12.43,54.1,0,Low,6.36,1,0
STU00158,Male,18,ECE,1,High,PhD,Hosteller,70.7,61.39,56.3,88.76,6.52,1,17.91,High,20.69,51.6,6.38,43.06,0,High,6.15,1,0
STU00159,Male,22,CIVIL,3,Low,Bachelor,Hosteller,78.65,97.46,65.25,98.29,6.31,0,28.18,Medium,24.54,45.3,5.8,19.25,1,Low,6.37,1,0
STU00160,Female,19,CSE,1,Low,Diploma,Hosteller,76.95,41.45,71.25,68.63,5.26,0,15.83,Low,18.14,68.43,8.62,39.84,0,Low,5.17,1,0
STU00161,Female,21,CIVIL,3,Low,Bachelor,Hosteller,84.06,52.86,58.67,65.47,5.63,0,6.77,High,18.07,49.87,11.58,30.17,0,High,5.52,1,0
STU00162,Male,20,MCA,3,Medium,No Degree,Hosteller,76.92,57.98,76.11,52.59,6.52,0,23.45,Medium,29.72,55.36,13.1,88.68,0,Medium,5.88,1,0
STU00163,Female,22,MBA,1,Medium,Master,Day Scholar,68.88,58.46,82.63,47.77,4.91,1,16.24,Medium,19.72,59.29,11.1,63.73,1,Medium,5.49,1,0
STU00164,Female,20,MBA,2,Medium,Master,Hosteller,68.19,37.63,84.82,66.98,5.61,0,12.83,High,36.52,65.5,5.32,47.26,0,Medium,5.61,1,0
STU00165,Female,22,CSE,3,High,Bachelor,Day Scholar,74.73,70.22,91.99,63.63,5.73,0,20.11,Low,41.92,75.99,7.21,53.0,0,Low,6.56,1,0
STU00166,Male,24,MBA,4,Low,Bachelor,Day Scholar,90.24,79.21,57.7,74.05,3.65,1,17.25,Medium,47.36,0.0,9.65,58.46,0,Medium,6.24,0,0
STU00167,Male,24,MCA,3,High,Bachelor,Day Scholar,75.29,68.99,62.36,48.86,7.62,0,14.67,Medium,43.91,59.61,7.64,4.05,0,High,6.88,1,0
STU00168,Male,21,CIVIL,4,Medium,Bachelor,Hosteller,85.91,68.0,78.7,52.16,3.33,2,14.85,Medium,74.79,45.8,14.53,64.87,1,Low,6.82,1,1
STU00169,Female,25,EEE,4,Medium,No Degree,Day Scholar,68.25,59.14,62.61,61.83,4.83,0,19.79,Medium,40.49,70.15,14.83,56.89,0,Medium,5.76,1,0
STU00170,Female,21,MCA,1,Medium,Bachelor,Hosteller,82.14,61.43,59.31,64.97,5.91,1,19.6,High,70.32,66.09,0.0,66.03,0,Low,5.83,0,0
STU00171,Male,24,CSE,4,Medium,PhD,Hosteller,84.67,48.2,88.68,61.74,7.36,0,10.89,Medium,84.53,35.86,18.88,52.96,0,Low,6.16,1,0
STU00172,Female,22,MCA,2,High,Bachelor,Day Scholar,86.51,70.19,64.17,79.49,6.3,1,17.9,Medium,43.37,46.9,19.08,36.88,0,Low,6.89,0,0
STU00173,Female,23,EEE,2,Low,No Degree,Hosteller,69.68,64.44,73.56,49.42,6.27,2,15.71,Medium,35.36,74.2,11.74,94.9,0,Low,5.83,1,1
STU00174,Male,22,MCA,2,Low,Bachelor,Hosteller,91.74,70.43,45.09,34.54,4.66,1,21.8,Low,34.01,32.84,9.52,50.84,0,Medium,5.74,0,0
STU00175,Male,23,CIVIL,4,Low,Master,Day Scholar,99.43,77.32,93.39,84.03,5.77,0,10.3,Low,40.9,42.48,9.58,31.25,0,Low,6.39,1,0
STU00176,Male,21,MECH,4,Medium,Master,Hosteller,70.13,67.51,61.97,56.47,7.39,0,23.69,High,32.83,78.59,9.04,66.34,0,Low,6.02,1,0
STU00177,Female,24,EEE,4,Medium,No Degree,Hosteller,68.95,57.37,84.26,86.34,5.66,1,25.84,Medium,67.42,52.88,3.62,17.33,0,High,5.61,0,0
STU00178,Female,20,MCA,3,High,Bachelor,Hosteller,76.71,55.42,55.79,86.39,5.33,0,15.38,Low,44.49,66.24,8.41,64.2,0,Medium,5.32,1,0
STU00179,Male,22,ECE,4,Low,Bachelor,Day Scholar,79.86,43.57,70.77,70.27,6.16,0,19.34,Medium,34.17,16.28,12.8,26.17,1,Low,5.71,1,0
STU00180,Male,20,MCA,3,Low,Bachelor,Hosteller,75.58,79.16,68.74,58.57,9.56,0,17.61,High,51.93,60.35,10.86,45.38,2,Medium,7.03,1,0
STU00181,Male,23,MCA,2,High,Master,Day Scholar,89.72,57.04,64.29,57.77,8.23,1,23.82,High,42.08,27.46,3.82,71.49,0,Low,6.61,0,0
STU00182,Male,21,CIVIL,2,High,Master,Hosteller,84.49,57.14,78.91,85.28,6.52,0,18.92,High,76.75,33.76,11.95,66.83,0,Medium,7.23,1,0
STU00183,Female,21,MECH,3,Medium,PhD,Hosteller,64.88,77.79,72.09,68.95,6.51,1,13.48,High,63.36,74.9,15.46,59.89,1,Low,7.46,0,1
STU00184,Male,22,MECH,2,Medium,Master,Hosteller,88.28,57.68,57.04,56.36,6.07,2,13.28,Medium,62.48,53.81,18.38,45.12,0,Low,6.28,1,1
STU00185,Male,22,MECH,4,Medium,PhD,Day Scholar,78.61,85.76,53.41,55.15,5.76,1,21.73,Low,44.92,45.41,9.68,35.07,0,Medium,7.01,1,0
STU00186,Female,19,MCA,2,High,No Degree,Day Scholar,70.57,73.6,77.74,54.11,5.15,2,17.03,High,11.17,33.04,9.13,33.19,0,Medium,6.2,0,1
STU00187,Male,22,CIVIL,4,Medium,Master,Day Scholar,70.2,41.12,95.08,59.72,4.53,1,24.54,Medium,30.33,44.18,14.07,64.83,1,Medium,5.26,0,0
STU00188,Male,19,EEE,1,Low,Diploma,Day Scholar,63.72,82.03,67.41,76.11,6.03,0,17.16,Low,51.69,68.52,10.81,0.0,2,Medium,6.29,1,1
STU00189,Female,19,MECH,1,Low,Bachelor,Hosteller,75.32,74.27,93.75,69.57,8.58,1,20.93,Medium,23.63,59.28,12.04,28.67,0,Low,7.14,1,0
STU00190,Male,21,CSE,3,High,Bachelor,Day Scholar,63.91,55.35,60.2,92.79,4.92,2,25.42,Medium,69.32,45.98,13.16,3.4,0,Medium,4.29,1,1
STU00191,Female,24,EEE,4,High,Bachelor,Hosteller,83.88,83.15,95.17,63.2,8.3,0,22.48,Low,35.13,36.39,15.69,73.62,1,Medium,7.81,1,0
STU00192,Male,22,MCA,2,Low,Diploma,Hosteller,64.16,65.78,92.46,64.18,6.65,1,14.87,Low,52.29,0.0,6.14,77.52,0,Low,6.36,1,1
STU00193,Female,18,EEE,1,Medium,Master,Hosteller,91.8,67.23,59.05,85.41,7.15,2,11.49,Low,57.68,82.58,21.79,67.71,0,High,6.14,1,1
STU00194,Female,23,EEE,4,Medium,PhD,Day Scholar,90.24,57.23,70.1,67.8,7.74,0,20.74,Medium,36.95,79.3,30.0,67.28,0,Medium,6.32,1,0
STU00195,Male,21,ECE,4,Medium,Master,Day Scholar,65.92,79.12,67.45,51.15,7.35,1,13.05,Medium,42.79,69.69,8.91,29.2,0,High,6.01,1,0
STU00196,Female,21,MECH,4,Medium,No Degree,Hosteller,91.61,53.79,92.09,83.91,7.53,0,13.1,High,40.8,29.1,6.23,66.12,0,Low,6.82,1,0
STU00197,Male,19,MBA,2,Medium,Bachelor,Day Scholar,65.13,61.33,67.44,66.27,7.03,0,20.35,Low,41.46,40.29,18.58,58.74,1,High,6.1,1,0
STU00198,Female,24,ECE,3,Medium,Bachelor,Hosteller,99.87,87.88,74.5,59.57,4.87,0,13.88,High,30.61,48.47,11.39,62.13,0,Medium,7.2,1,0
STU00199,Female,20,MECH,1,Low,Diploma,Day Scholar,76.75,52.3,96.72,55.01,7.29,1,28.24,Medium,56.23,43.83,18.64,34.22,2,Low,5.38,0,0
STU00200,Female,25,MCA,4,Low,Master,Hosteller,68.84,79.32,68.78,70.08,7.21,0,10.27,High,53.17,33.01,5.4,70.92,0,Medium,6.18,1,0
STU00201,Male,21,EEE,2,Medium,Diploma,Hosteller,71.27,66.2,76.04,68.76,6.8,1,16.22,Medium,36.47,59.64,14.46,54.96,0,Medium,6.97,1,0
STU00202,Male,23,MECH,3,Low,Master,Hosteller,91.09,74.12,63.18,69.12,5.87,2,21.44,Medium,30.18,58.87,13.65,11.15,0,Medium,6.65,1,1
STU00203,Female,21,EEE,2,High,Bachelor,Day Scholar,82.59,100.0,80.73,88.57,6.13,1,22.27,Medium,53.14,63.07,10.71,40.65,1,Medium,8.03,0,0
STU00204,Female,22,EEE,1,Medium,Bachelor,Day Scholar,84.07,58.94,70.72,65.64,5.88,0,24.67,Medium,33.03,66.33,13.89,15.08,2,Medium,5.38,1,0
STU00205,Female,20,EEE,1,High,Diploma,Hosteller,82.8,39.77,100.0,72.31,7.34,0,6.87,Low,58.49,43.7,15.26,44.53,0,High,5.37,1,0
STU00206,Female,21,ECE,4,High,No Degree,Day Scholar,89.67,70.23,49.63,88.57,7.85,0,10.65,Medium,33.28,18.58,17.67,9.92,0,Medium,6.75,1,0
STU00207,Female,22,ECE,2,Medium,Diploma,Hosteller,95.12,47.08,100.0,92.07,6.61,0,16.21,High,62.47,44.71,13.43,49.68,2,Medium,6.14,1,0
STU00208,Female,22,ECE,2,Low,Bachelor,Day Scholar,73.3,65.99,98.51,46.38,6.38,0,13.29,Low,40.74,61.63,13.11,89.14,0,High,6.13,1,0
STU00209,Female,22,CIVIL,3,Medium,Bachelor,Day Scholar,82.99,55.32,83.16,62.56,7.89,1,21.79,Medium,48.59,69.88,12.66,8.42,0,Medium,6.75,1,0
STU00210,Female,22,MBA,1,Medium,Diploma,Hosteller,88.23,75.96,76.97,66.91,6.78,1,21.19,Medium,45.93,57.49,22.34,80.04,0,Medium,6.89,1,0
STU00211,Female,18,MCA,1,Medium,Diploma,Day Scholar,68.13,79.88,90.58,75.15,7.35,2,10.03,Low,85.2,76.31,8.94,24.26,0,Low,7.33,0,1
STU00212,Female,22,CSE,2,Medium,Bachelor,Hosteller,75.48,75.0,79.18,61.79,5.1,0,21.37,Medium,53.1,44.76,13.79,87.56,0,High,7.41,1,0
STU00213,Male,20,ECE,3,Medium,Diploma,Day Scholar,89.4,72.31,92.04,69.43,6.08,1,19.65,Low,86.08,64.16,16.12,39.67,0,Medium,7.7,1,0
STU00214,Female,20,CSE,3,Low,Bachelor,Hosteller,78.5,63.97,48.66,69.15,6.12,0,15.78,Medium,38.58,42.67,17.56,2.43,0,Medium,6.03,1,0
STU00215,Female,21,MCA,3,Low,Bachelor,Day Scholar,74.76,65.53,100.0,67.49,7.17,0,22.39,Medium,50.79,58.88,12.6,35.6,0,Medium,6.83,1,0
STU00216,Female,25,CIVIL,4,Medium,Bachelor,Hosteller,70.29,58.8,100.0,69.98,8.69,0,19.48,Medium,38.89,73.85,20.15,24.12,0,Medium,6.37,1,0
STU00217,Male,25,MBA,4,Medium,No Degree,Day Scholar,69.05,65.66,69.28,58.25,5.64,0,20.73,Medium,5.65,34.77,0.82,60.48,1,Low,4.96,1,1
STU00218,Male,20,CIVIL,2,High,Master,Hosteller,84.0,60.82,82.38,42.2,5.6,1,16.78,Low,42.17,51.51,12.13,63.5,1,High,5.92,0,0
STU00219,Female,23,MBA,2,Medium,PhD,Hosteller,68.5,90.23,61.15,67.52,6.06,0,16.03,High,42.34,0.0,12.34,50.45,0,Low,7.11,1,0
STU00220,Male,22,CSE,3,Low,Bachelor,Day Scholar,92.0,74.37,95.85,62.17,7.76,0,19.35,Medium,49.33,68.23,13.5,31.52,1,High,7.69,1,0
STU00221,Male,19,ECE,2,Medium,Bachelor,Day Scholar,77.0,84.59,70.85,57.86,5.06,0,11.22,Medium,13.75,67.71,16.11,40.8,0,Medium,6.95,1,0
STU00222,Male,19,MCA,2,Medium,No Degree,Day Scholar,78.36,76.43,71.89,89.56,7.85,1,5.0,Medium,38.47,27.93,13.33,53.82,1,Low,7.01,1,0
STU00223,Female,21,ECE,3,Medium,Diploma,Day Scholar,76.39,61.36,82.45,76.9,7.9,0,25.22,Medium,17.72,27.23,4.72,50.23,0,Medium,6.35,1,0
STU00224,Female,22,MECH,4,High,Master,Day Scholar,89.77,72.51,61.86,85.71,5.8,2,9.01,Low,90.79,62.75,10.06,73.9,2,Medium,6.84,1,1
STU00225,Male,19,CSE,2,Medium,Master,Hosteller,85.9,87.94,63.83,79.83,7.02,0,8.84,Low,18.97,39.38,0.0,85.2,0,Medium,6.31,1,0
STU00226,Female,22,EEE,2,Medium,Bachelor,Day Scholar,78.55,82.07,65.52,64.03,8.2,0,24.55,Medium,31.3,83.13,13.64,60.87,1,Medium,7.56,1,0
STU00227,Male,25,CIVIL,4,Medium,Master,Day Scholar,66.48,66.87,70.34,69.25,7.03,0,5.0,High,38.53,63.5,21.84,92.16,1,Low,6.62,1,0
STU00228,Male,20,CSE,3,Medium,No Degree,Day Scholar,82.57,64.71,83.02,79.5,6.27,0,24.8,High,78.28,40.01,10.42,58.77,1,High,6.7,1,0
STU00229,Female,20,MBA,1,Medium,Master,Day Scholar,63.11,71.06,73.92,67.33,6.38,0,11.19,Low,49.08,68.99,1.31,67.12,0,Medium,6.84,1,1
STU00230,Male,18,EEE,1,Low,Bachelor,Hosteller,83.26,45.24,56.11,59.88,7.46,2,5.0,Medium,52.82,84.41,19.4,61.57,0,Low,4.89,1,1
STU00231,Male,23,CIVIL,3,Medium,Diploma,Day Scholar,74.18,52.21,100.0,67.54,8.18,1,14.92,Low,73.93,84.25,0.74,63.74,0,Low,5.7,1,0
STU00232,Female,24,EEE,4,Medium,No Degree,Day Scholar,93.73,78.72,100.0,69.89,5.84,1,16.93,Medium,59.4,30.25,16.27,64.58,0,High,7.29,0,0
STU00233,Male,22,EEE,3,Medium,Bachelor,Hosteller,79.9,79.96,41.04,66.0,4.25,2,21.08,Low,66.24,51.82,15.42,63.44,0,Medium,6.3,1,1
STU00234,Male,22,CSE,2,Medium,Bachelor,Day Scholar,75.05,57.98,83.34,51.68,5.31,0,27.68,Medium,66.09,22.18,20.11,83.74,0,Medium,6.42,1,0
STU00235,Female,22,MECH,1,Medium,No Degree,Day Scholar,73.83,79.67,89.24,83.4,4.88,1,7.97,Low,3.66,75.76,10.92,17.87,0,High,5.84,1,0
STU00236,Male,23,MECH,3,Low,Bachelor,Day Scholar,81.23,52.46,70.19,53.85,5.16,1,19.24,Low,4.77,43.06,14.77,54.85,0,Medium,6.23,1,0
STU00237,Female,19,MECH,2,High,Bachelor,Day Scholar,73.52,82.84,69.81,83.18,4.53,2,18.62,High,22.64,57.02,5.12,79.67,2,Medium,7.17,0,1
STU00238,Male,25,CSE,4,High,Master,Hosteller,78.72,60.02,62.14,73.95,6.72,0,20.63,Medium,68.02,33.57,15.15,31.93,0,Low,6.0,1,0
STU00239,Female,20,EEE,1,Medium,Bachelor,Hosteller,63.63,78.71,52.86,65.03,7.17,1,14.92,Medium,46.95,51.27,17.12,100.0,0,High,6.11,0,1
STU00240,Male,24,MECH,3,High,Master,Day Scholar,76.81,74.55,83.74,86.51,7.01,1,23.51,Medium,63.09,85.26,1.99,27.32,0,Low,7.33,1,0
STU00241,Female,18,EEE,1,Medium,Master,Hosteller,70.62,61.46,64.88,91.71,6.03,1,14.46,High,10.91,23.57,4.76,54.59,0,High,5.08,0,0
STU00242,Female,22,ECE,3,Low,Bachelor,Day Scholar,70.4,66.55,56.67,75.03,7.12,1,17.29,Low,55.89,71.63,14.86,42.42,0,Medium,4.43,1,1
STU00243,Male,22,CIVIL,2,High,Bachelor,Day Scholar,67.7,68.61,60.18,69.9,7.21,0,18.55,Medium,28.72,45.84,15.82,24.47,0,Medium,5.6,1,0
STU00244,Female,21,MBA,1,Medium,PhD,Hosteller,88.83,78.24,66.52,60.41,6.6,0,18.57,Low,41.4,33.35,14.54,61.77,1,Medium,7.54,1,0
STU00245,Female,22,CIVIL,4,High,Diploma,Day Scholar,82.69,58.41,65.93,82.35,7.61,0,17.16,High,49.07,44.85,26.15,55.84,0,Medium,6.73,1,0
STU00246,Male,21,MBA,1,Medium,Master,Hosteller,69.1,70.99,59.47,67.43,7.55,1,10.19,Low,45.2,17.73,10.22,15.2,0,High,5.73,1,0
STU00247,Female,22,EEE,2,Medium,PhD,Day Scholar,75.14,54.99,87.22,29.09,5.97,0,14.03,Medium,62.27,79.04,3.53,100.0,0,High,5.67,1,0
STU00248,Female,23,ECE,3,Medium,Diploma,Hosteller,70.29,50.02,56.8,53.7,6.0,0,18.72,Medium,84.49,10.79,14.82,50.16,1,Low,4.86,1,1
STU00249,Male,23,ECE,4,High,Master,Day Scholar,75.67,64.57,89.59,100.0,7.96,1,22.04,High,26.5,29.78,11.62,70.19,0,Medium,6.69,1,0
STU00250,Female,25,MBA,4,Medium,PhD,Hosteller,66.66,62.87,67.23,67.08,5.49,1,24.62,Low,41.39,35.71,1.87,45.7,0,High,4.77,0,1
STU00251,Female,23,CIVIL,3,Low,Bachelor,Hosteller,71.14,67.3,43.99,50.47,5.16,0,17.98,Medium,65.98,36.6,15.45,47.15,0,Low,5.23,1,0
STU00252,Female,21,CIVIL,4,Medium,No Degree,Hosteller,78.75,57.93,55.45,65.8,7.38,2,21.81,High,0.0,70.95,0.76,14.61,0,High,6.29,1,1
STU00253,Male,19,CIVIL,1,Medium,Bachelor,Day Scholar,73.29,76.08,40.62,72.31,5.45,0,19.83,Low,22.65,58.28,10.73,33.49,0,Low,5.92,1,0
STU00254,Female,23,CIVIL,4,Low,Master,Day Scholar,79.46,55.49,64.34,64.48,5.0,0,14.97,Low,37.89,43.63,29.75,33.43,0,Low,6.22,1,0
STU00255,Female,23,MBA,2,Medium,Bachelor,Hosteller,79.81,78.46,76.92,63.65,6.29,0,19.51,Medium,62.39,65.8,13.64,52.72,0,Medium,6.44,1,0
STU00256,Female,21,MCA,2,Medium,PhD,Day Scholar,87.59,60.3,74.49,99.87,5.35,0,17.89,Medium,28.06,72.68,8.79,66.35,1,Medium,6.87,1,0
STU00257,Male,23,EEE,2,Medium,Master,Hosteller,98.4,62.42,71.74,66.85,7.35,0,13.04,Medium,38.48,50.46,16.49,20.79,0,Medium,6.17,1,0
STU00258,Male,22,MECH,1,High,Diploma,Hosteller,66.2,51.42,78.67,58.32,5.43,0,23.96,High,49.3,53.01,3.4,21.43,0,High,5.5,1,0
STU00259,Female,21,MCA,3,High,PhD,Day Scholar,75.12,91.27,88.78,89.4,7.31,0,21.59,High,38.02,87.61,14.43,56.56,0,High,8.41,1,0
STU00260,Male,20,ECE,1,Low,Master,Day Scholar,67.62,65.69,85.54,61.79,6.18,0,15.67,Medium,96.48,70.56,10.41,34.71,0,High,6.42,1,0
STU00261,Male,24,CIVIL,3,Medium,Master,Hosteller,77.86,45.32,72.21,46.58,7.33,0,29.11,Low,66.43,33.79,0.0,31.12,1,Medium,5.54,1,0
STU00262,Female,19,EEE,1,High,Diploma,Day Scholar,94.23,69.47,67.01,36.47,7.26,0,18.6,High,36.94,43.5,9.78,61.58,0,High,6.79,1,0
STU00263,Male,25,MCA,4,Medium,No Degree,Hosteller,67.72,39.48,65.92,85.24,6.36,0,32.11,Medium,53.08,39.7,8.23,50.02,0,Low,5.49,1,0
STU00264,Female,21,MBA,1,Medium,Master,Day Scholar,100.0,69.41,68.76,77.47,5.68,0,15.51,Low,0.0,57.46,10.91,81.78,0,High,5.65,1,0
STU00265,Female,19,CSE,2,Low,Diploma,Hosteller,75.58,60.75,84.45,77.19,7.27,1,26.01,Medium,24.12,33.38,16.52,12.38,0,Medium,6.31,0,0
STU00266,Female,23,CSE,2,Low,No Degree,Day Scholar,73.93,64.88,93.7,64.42,5.93,0,17.75,Medium,58.14,71.72,12.65,73.9,0,Medium,7.12,1,0
STU00267,Male,20,CSE,3,Medium,Master,Hosteller,90.81,95.13,82.46,77.02,4.84,2,18.33,Low,54.43,53.05,17.61,0.0,0,Low,7.82,0,1
STU00268,Male,20,MECH,1,Low,Bachelor,Day Scholar,72.85,52.15,77.5,67.96,6.07,0,14.64,High,33.67,65.1,16.68,21.74,0,High,5.93,1,0
STU00269,Male,22,EEE,4,Low,Bachelor,Day Scholar,85.09,96.8,37.0,68.95,7.52,1,17.76,Medium,47.63,49.51,8.86,36.32,0,Medium,7.58,1,0
STU00270,Male,23,ECE,3,Medium,Bachelor,Hosteller,72.46,70.46,80.41,54.15,8.14,1,18.14,High,67.89,39.9,1.76,58.07,0,Low,7.01,1,0
STU00271,Female,18,CSE,1,High,Bachelor,Day Scholar,87.57,69.91,98.3,64.12,8.19,0,17.81,High,55.85,60.23,14.14,44.83,0,Low,7.71,1,0
STU00272,Male,20,CIVIL,2,Low,Master,Day Scholar,77.08,72.49,71.2,87.0,5.51,0,22.86,Medium,34.26,19.83,11.05,80.76,0,Medium,6.34,1,0
STU00273,Male,20,MCA,3,Low,Bachelor,Hosteller,73.05,59.63,84.15,90.72,7.85,0,19.28,Low,7.37,73.03,2.19,29.92,0,Low,7.1,1,0
STU00274,Male,24,CIVIL,4,High,Master,Hosteller,95.38,97.65,81.77,87.03,2.8,0,24.61,Medium,63.49,30.61,10.24,0.0,0,Medium,7.86,1,0
STU00275,Male,21,CSE,3,Low,Bachelor,Hosteller,84.22,49.78,44.4,66.0,6.25,0,14.1,Low,82.71,58.21,13.4,54.93,0,Low,5.78,1,0
STU00276,Male,21,MCA,3,Low,PhD,Day Scholar,78.2,74.35,51.96,71.02,4.89,0,6.73,Medium,51.97,25.62,9.7,72.37,0,Medium,5.68,1,0
STU00277,Male,22,EEE,3,Medium,Bachelor,Hosteller,84.03,69.27,67.71,57.51,5.97,1,18.53,High,42.64,100.0,3.93,46.87,0,Low,6.8,0,0
STU00278,Male,23,EEE,2,Low,No Degree,Day Scholar,78.74,74.27,67.23,68.11,4.44,1,22.48,High,71.33,51.24,5.86,49.58,1,Medium,6.4,1,0
STU00279,Male,23,MECH,3,Low,No Degree,Hosteller,59.11,61.66,74.54,76.89,6.64,0,25.66,Medium,53.22,30.93,7.27,55.78,0,High,4.85,1,1
STU00280,Male,20,EEE,2,Low,Diploma,Hosteller,80.35,60.46,67.75,74.75,4.62,0,26.61,Low,24.09,40.02,12.08,57.08,0,High,6.71,1,0
STU00281,Male,25,EEE,4,Low,Bachelor,Hosteller,80.5,81.09,76.52,71.0,4.76,0,25.4,Low,20.32,50.11,9.68,32.56,0,Medium,6.13,1,0
STU00282,Male,25,MECH,4,Low,Diploma,Day Scholar,97.91,62.99,83.12,79.9,7.41,0,25.67,Low,45.01,57.56,2.77,66.12,2,Medium,7.32,1,0
STU00283,Female,21,MCA,4,Low,Bachelor,Day Scholar,67.78,67.12,67.11,44.48,6.04,0,15.29,Low,41.69,75.86,16.77,75.54,0,High,7.17,1,0
STU00284,Female,20,EEE,1,Low,PhD,Day Scholar,88.75,70.01,69.14,76.77,6.19,0,24.22,Medium,70.2,76.68,10.99,0.0,0,Low,6.23,1,0
STU00285,Female,20,CSE,1,Medium,Bachelor,Hosteller,78.0,78.75,84.31,81.35,6.86,1,20.55,Medium,8.26,44.43,16.18,34.32,0,High,7.53,1,0
STU00286,Female,21,MBA,3,High,Diploma,Day Scholar,75.15,76.25,71.01,89.05,4.61,0,22.62,Medium,62.32,51.13,14.4,68.63,2,Medium,6.13,1,0
STU00287,Male,20,MCA,1,Medium,PhD,Hosteller,72.61,61.91,45.65,60.72,7.12,0,21.6,Medium,56.02,96.75,7.51,9.51,0,Low,5.81,1,0
STU00288,Male,20,MBA,1,Low,PhD,Hosteller,61.67,74.22,39.76,62.07,7.12,2,17.94,Medium,65.07,55.4,7.02,18.81,0,Medium,6.13,1,1
STU00289,Female,22,MCA,4,Medium,Bachelor,Day Scholar,70.44,52.8,71.39,96.21,7.4,0,20.15,Medium,9.98,32.55,0.0,93.25,1,High,5.67,1,0
STU00290,Female,23,MBA,4,Low,Bachelor,Day Scholar,77.3,45.97,56.6,51.57,6.34,0,14.98,High,60.54,56.58,18.37,41.07,0,Medium,4.79,1,1
STU00291,Male,23,MBA,2,Low,PhD,Day Scholar,64.49,58.0,76.97,96.35,5.21,0,13.66,Medium,27.6,40.7,16.94,37.8,0,Medium,5.33,1,1
STU00292,Female,24,ECE,4,Low,Diploma,Hosteller,84.83,84.49,92.67,79.03,6.4,0,11.13,Low,8.11,63.73,5.97,48.37,0,Medium,7.77,1,0
STU00293,Female,25,CSE,4,Medium,Diploma,Hosteller,100.0,77.19,81.75,63.11,7.72,0,22.6,High,49.3,75.68,19.63,57.08,1,Low,7.5,1,0
STU00294,Female,19,CIVIL,1,Low,Master,Hosteller,73.29,63.09,70.25,65.34,6.42,0,15.32,Low,29.54,76.63,0.0,44.86,0,Low,5.77,1,0
STU00295,Female,24,ECE,4,Medium,No Degree,Hosteller,86.86,55.99,71.19,68.29,6.04,0,15.52,Medium,54.0,39.67,15.17,71.77,0,High,5.45,1,0
STU00296,Female,20,MECH,3,High,No Degree,Day Scholar,75.54,86.13,67.98,70.96,5.03,0,17.0,Low,52.26,61.11,9.11,50.51,1,Medium,6.63,1,0
STU00297,Female,19,MCA,1,Low,Bachelor,Day Scholar,65.4,43.26,72.02,83.09,6.6,0,24.08,Medium,50.34,38.71,13.17,80.18,0,Medium,5.09,1,0
STU00298,Female,18,CIVIL,1,Low,PhD,Hosteller,77.21,50.57,80.52,58.89,6.07,1,21.45,Medium,52.62,51.71,24.0,70.05,0,High,5.71,1,0
STU00299,Female,19,CSE,2,Medium,Bachelor,Hosteller,84.33,63.54,65.37,63.14,7.86,1,28.7,High,30.23,0.0,18.27,41.45,0,Medium,7.13,1,0
STU00300,Male,21,CIVIL,4,Medium,Master,Day Scholar,86.2,82.13,68.32,74.42,7.2,1,13.16,Medium,40.18,68.24,19.55,16.1,0,Medium,6.85,1,0
STU00301,Male,18,MCA,1,Medium,PhD,Day Scholar,89.27,59.19,60.23,83.91,6.59,1,17.79,Medium,38.03,71.63,18.97,77.1,1,Medium,6.05,0,0
STU00302,Female,22,CIVIL,2,Medium,Diploma,Day Scholar,70.92,69.74,67.95,53.95,7.52,1,9.58,Medium,41.39,41.0,6.15,37.83,0,High,5.46,1,0
STU00303,Male,18,MECH,1,High,Master,Hosteller,88.28,90.37,44.24,63.94,5.47,1,28.09,Medium,45.87,52.54,21.56,49.6,0,High,6.52,1,0
STU00304,Female,24,MECH,3,Medium,Bachelor,Hosteller,62.33,55.11,96.78,91.04,5.96,0,8.16,Medium,46.56,58.24,16.74,72.77,1,Medium,5.51,1,1
STU00305,Female,24,MBA,3,Medium,Diploma,Day Scholar,67.35,60.33,46.82,64.17,6.05,1,24.18,Low,51.03,44.29,12.8,68.24,0,Medium,4.55,0,1
STU00306,Male,24,ECE,4,Low,No Degree,Day Scholar,88.28,57.53,57.38,59.44,6.64,1,24.27,High,45.02,75.41,7.97,4.48,1,Medium,5.8,0,0
STU00307,Female,22,MCA,3,High,Master,Day Scholar,70.09,73.72,65.94,62.37,7.36,0,17.89,Low,28.68,60.41,10.6,43.97,0,Medium,6.96,1,0
